frame_num,time_sec,brightness,contrast,visibility,curvature_m,offset_m
5256,5256,101.95,43.48,Clear,97.27,11.904
5261,5261,101.05,45.22,Clear,105.99,14.781
5266,5266,106.01,48.73,Clear,75.14,8.012
5271,5271,99.16,48.79,Clear,32.83,-6.193
5276,5276,101.81,47.53,Clear,54.06,3.950
5281,5281,103.19,47.53,Clear,54.13,0.472
5286,5286,103.12,47.68,Clear,65.62,3.581
5291,5291,102.16,49.31,Clear,908.51,1.018
5296,5296,100.89,51.18,Clear,215.47,0.634
5301,5301,101.17,53.52,Clear,28.01,-3.132
5306,5306,104.31,50.96,Clear,28.17,0.713
5311,5311,103.72,50.79,Clear,183.98,-2.241
5316,5316,102.18,52.98,Clear,31.74,-5.816
5321,5321,100.66,52.26,Clear,55.59,2.195
5326,5326,100.23,51.88,Clear,51.88,1.728
5331,5331,99.72,50.21,Clear,59.31,1.426
5336,5336,95.64,51.45,Clear,203.25,1.846
5341,5341,94.51,50.52,Clear,98.40,1.454
5346,5346,96.55,48.33,Clear,78.18,0.258
5351,5351,99.81,47.89,Clear,80.26,-0.024
5356,5356,101.88,47.86,Clear,196.22,-0.390
5361,5361,98.68,50.02,Clear,70.14,1.170
5366,5366,102.28,48.75,Clear,27.31,3.052
5371,5371,102.43,49.35,Clear,91.12,-0.403
5376,5376,104.23,49.53,Clear,33.51,2.178
5381,5381,102.10,49.71,Clear,27.30,3.850
5386,5386,105.21,48.83,Clear,620.20,-0.856
5391,5391,106.22,47.57,Clear,785.37,0.320
5396,5396,107.08,45.92,Clear,453.29,0.440
5401,5401,106.77,45.59,Clear,33.22,1.559
5406,5406,105.22,45.91,Clear,218.16,-0.547
5411,5411,106.11,44.00,Clear,946.33,1.697
5416,5416,113.01,38.00,Clear,370.87,17.524
5421,5421,116.13,34.57,Clear,81.86,-5.016
5426,5426,117.92,32.60,Clear,40.26,0.311
5431,5431,113.76,30.70,Clear,27.57,0.076
5436,5436,114.75,32.94,Clear,31.26,4.531
5441,5441,114.17,35.09,Clear,37.33,0.783
5446,5446,112.16,39.73,Clear,44.60,0.027
5451,5451,115.11,38.55,Clear,132.37,-1.992
5456,5456,113.80,33.81,Clear,39.29,-1.462
5461,5461,110.10,41.05,Clear,176.87,0.889
5466,5466,110.02,41.03,Clear,129.78,0.017
5471,5471,113.93,40.46,Clear,50.23,2.830
5476,5476,108.96,42.22,Clear,30.38,-0.309
5481,5481,106.46,46.50,Clear,72.77,1.165
5486,5486,104.08,46.57,Clear,47.00,-0.721
5491,5491,100.46,48.89,Clear,66.17,1.249
5496,5496,98.67,51.72,Clear,4963.36,2.959
5501,5501,103.51,46.08,Clear,45.39,-1.186
5506,5506,102.69,46.63,Clear,42.60,-2.315
5511,5511,103.28,46.30,Clear,54.38,-0.539
5516,5516,103.14,45.68,Clear,204.31,-6.841
5521,5521,100.92,45.07,Clear,53.06,0.951
5526,5526,103.82,42.62,Clear,28.60,-0.137
5531,5531,113.90,45.05,Clear,76.43,-1.780
5536,5536,108.21,33.18,Clear,74.12,-0.149
5541,5541,105.43,34.11,Clear,119.86,-0.305
5546,5546,100.17,37.27,Clear,35.88,1.102
5551,5551,95.63,38.32,Clear,24.18,0.483
5556,5556,93.14,39.55,Clear,24.85,-2.263
5561,5561,92.03,39.96,Clear,25.61,1.026
5566,5566,91.76,38.86,Clear,30.59,2.405
5571,5571,93.13,37.47,Clear,1660.80,-0.509
5576,5576,91.54,36.83,Clear,27.59,2.956
5581,5581,98.68,28.96,Clear,524.77,-0.854
5586,5586,102.15,30.24,Clear,59.58,-0.327
5591,5591,100.68,35.52,Clear,42.71,2.318
5596,5596,106.98,34.33,Clear,46.32,-1.209
5601,5601,109.13,27.44,Moderate Fog/Overcast,45.65,-0.473
5606,5606,105.87,28.61,Clear,28.90,0.632
5611,5611,106.32,27.30,Moderate Fog/Overcast,59.24,1.755
5616,5616,105.22,29.28,Clear,54.44,0.273
5621,5621,99.91,31.29,Clear,95.86,0.391
5626,5626,96.45,35.89,Clear,24.43,-1.362
5631,5631,96.88,35.07,Clear,115.47,-0.298
5636,5636,95.92,33.26,Clear,25.16,-0.731
5641,5641,98.39,32.35,Clear,54.92,1.550
5646,5646,102.15,29.68,Clear,42.83,0.131
5651,5651,105.91,28.92,Clear,74.05,-0.500
5656,5656,104.56,30.55,Clear,30.13,2.919
5661,5661,92.16,27.99,Moderate Fog/Overcast,77.36,-0.106
5666,5666,107.68,32.41,Clear,87.14,-0.064
5671,5671,105.60,36.08,Clear,96.80,1.807
5676,5676,101.60,39.10,Clear,29.95,0.733
5681,5681,96.62,46.02,Clear,35.22,0.984
5686,5686,95.70,44.18,Clear,59.07,0.272
5691,5691,93.93,45.91,Clear,34.29,2.707
5696,5696,92.94,44.77,Clear,29.22,1.533
5701,5701,95.00,45.79,Clear,53.30,-5.149
5706,5706,94.88,46.52,Clear,98.84,-9.312
5711,5711,95.13,46.76,Clear,40.85,-4.321
5716,5716,94.19,47.20,Clear,99.08,4.232
5721,5721,96.07,45.71,Clear,49.75,1.072
5726,5726,94.67,47.37,Clear,26.16,-0.902
5731,5731,95.81,47.87,Clear,32.02,-1.314
5736,5736,95.84,49.12,Clear,35.23,-6.391
5741,5741,97.68,48.01,Clear,26.20,-0.966
5746,5746,98.72,49.15,Clear,153.06,-5.157
5751,5751,94.59,53.44,Clear,40.91,-7.905
5756,5756,100.13,49.41,Clear,31.34,-2.303
5761,5761,100.71,49.14,Clear,81.40,-1.676
5766,5766,97.54,49.12,Clear,28.79,0.271
5771,5771,98.08,48.20,Clear,29.48,4.927
5776,5776,98.18,46.59,Clear,28.84,4.843
5781,5781,98.88,44.51,Clear,50.21,2.247
5786,5786,97.93,43.94,Clear,41.64,1.087
5791,5791,98.76,43.85,Clear,33.24,1.614
5796,5796,98.54,43.05,Clear,29.99,-0.802
5801,5801,100.24,43.13,Clear,51.97,5.255
5806,5806,98.67,43.66,Clear,28.44,0.101
5811,5811,98.31,44.92,Clear,68.34,1.204
5816,5816,96.84,44.35,Clear,33.64,0.556
5821,5821,91.84,49.21,Clear,150.18,-0.961
5826,5826,99.99,39.45,Clear,104.13,-0.708
5831,5831,99.56,41.36,Clear,76.74,-5.030
5836,5836,99.38,42.50,Clear,96.67,-5.673
5841,5841,98.36,41.76,Clear,96.62,-4.931
5846,5846,96.51,42.46,Clear,31.02,5.181
5851,5851,94.57,40.38,Clear,34.04,6.146
5856,5856,95.27,43.13,Clear,41.67,7.526
5861,5861,95.57,43.92,Clear,29.67,4.725
5866,5866,96.75,43.90,Clear,38.42,6.406
5871,5871,96.16,44.38,Clear,52.28,7.848
5876,5876,96.49,45.07,Clear,90.93,6.760
5881,5881,98.42,44.80,Clear,39.46,1.721
5886,5886,94.53,44.04,Clear,29.32,4.312
5891,5891,94.39,45.20,Clear,21.26,2.725
5896,5896,92.80,45.38,Clear,200.10,-12.386
5901,5901,91.37,43.65,Clear,45.89,8.222
5906,5906,93.76,45.98,Clear,142.47,-8.115
5911,5911,100.92,38.40,Clear,89.48,6.723
5916,5916,97.43,41.09,Clear,58.27,-4.712
5921,5921,95.26,44.22,Clear,259.54,-13.953
5926,5926,94.71,47.15,Clear,228.73,-15.331
5931,5931,94.22,47.65,Clear,297.87,-18.410
5936,5936,93.22,47.32,Clear,305.51,-7.751
5941,5941,92.47,46.74,Clear,188.36,-10.601
5946,5946,96.68,41.33,Clear,77.76,-6.522
5951,5951,96.72,38.82,Clear,25.92,-1.150
5956,5956,97.66,36.47,Clear,25.79,-1.568
5961,5961,96.98,35.41,Clear,148.29,-0.663
5966,5966,95.28,38.60,Clear,32.23,2.961
5971,5971,98.84,36.59,Clear,62.25,-0.718
5976,5976,95.20,43.23,Clear,124.68,-1.083
5981,5981,101.60,35.65,Clear,25.28,-0.474
5986,5986,102.27,34.55,Clear,41.96,0.221
5991,5991,104.14,35.19,Clear,29.61,-1.179
5996,5996,100.75,40.69,Clear,54.39,-6.163
6001,6001,102.02,35.68,Clear,40.40,-0.763
6006,6006,100.84,36.59,Clear,108.66,1.057
6011,6011,96.19,43.17,Clear,137.21,-9.460
6016,6016,96.07,44.78,Clear,122.18,-7.370
6021,6021,96.70,44.08,Clear,62.26,-9.766
6026,6026,97.29,43.50,Clear,54.38,-8.995
6031,6031,101.46,35.36,Clear,28.16,-0.390
6036,6036,98.27,39.31,Clear,125.87,-7.542
6041,6041,102.80,34.27,Clear,586.36,1.587
6046,6046,98.54,42.01,Clear,41.83,-2.114
6051,6051,98.73,43.24,Clear,46.30,3.498
6056,6056,97.88,45.59,Clear,44.82,-3.931
6061,6061,100.50,44.00,Clear,31.93,2.028
6066,6066,100.86,44.24,Clear,61.03,0.101
6071,6071,102.76,42.14,Clear,77.36,-7.500
6076,6076,101.39,44.20,Clear,56.16,-8.418
6081,6081,101.43,44.68,Clear,31.25,-0.245
6086,6086,101.12,42.68,Clear,36.66,-5.077
6091,6091,100.42,42.10,Clear,36.44,-5.495
6096,6096,102.65,38.60,Clear,58.97,-4.690
6101,6101,99.53,41.20,Clear,67.24,-2.309
6106,6106,98.16,45.72,Clear,64.29,6.376
6111,6111,102.23,36.11,Clear,36.88,-6.897
6116,6116,97.30,41.20,Clear,49.53,-2.430
6121,6121,105.85,33.49,Clear,91.63,-10.022
6126,6126,97.48,36.75,Clear,28.16,4.986
6131,6131,98.34,38.13,Clear,84.81,7.892
6136,6136,96.73,40.19,Clear,60.10,9.908
6141,6141,96.21,41.80,Clear,52.18,7.560
6146,6146,97.67,39.75,Clear,48.94,2.833
6151,6151,95.15,42.11,Clear,170.05,18.307
6156,6156,93.78,45.06,Clear,181.75,18.811
6161,6161,97.25,42.48,Clear,119.30,15.225
6166,6166,100.12,39.80,Clear,497.95,34.911
6171,6171,99.21,42.23,Clear,28.84,-0.387
6176,6176,98.49,40.09,Clear,38.02,-1.423
6181,6181,98.00,44.78,Clear,34.84,6.469
6186,6186,93.36,48.06,Clear,32.96,-2.615
6191,6191,99.90,44.54,Clear,55.41,0.693
6196,6196,100.98,39.29,Clear,33.96,-4.448
6201,6201,96.10,42.88,Clear,28.59,0.767
6206,6206,94.05,42.49,Clear,60.92,9.817
6211,6211,93.62,42.25,Clear,28.51,-4.119
6216,6216,95.03,45.33,Clear,36.21,4.239
6221,6221,103.13,46.65,Clear,31.28,3.315
6226,6226,98.96,47.01,Clear,56.78,9.838
6231,6231,98.69,47.17,Clear,72.22,3.845
6236,6236,98.35,47.81,Clear,33.61,2.268
6241,6241,97.51,46.86,Clear,42.95,1.530
6246,6246,98.77,41.20,Clear,34.98,2.777
6251,6251,94.52,44.46,Clear,42.40,0.682
6256,6256,92.80,43.61,Clear,47.24,4.179
6261,6261,92.04,43.19,Clear,38.40,-1.165
6266,6266,91.72,43.16,Clear,26.84,0.742
6271,6271,92.84,42.70,Clear,46.03,-1.792
6276,6276,95.89,41.95,Clear,65.81,-2.578
6281,6281,97.45,42.94,Clear,135.26,0.830
6286,6286,97.97,43.50,Clear,154.06,6.687
6291,6291,96.54,44.02,Clear,147.85,9.459
6296,6296,98.96,43.65,Clear,141.75,1.652
6301,6301,99.76,44.63,Clear,95.96,-3.061
6306,6306,99.53,45.10,Clear,87.46,-0.923
6311,6311,98.84,46.18,Clear,78.36,-1.560
6316,6316,98.79,46.64,Clear,67.84,-0.957
6321,6321,97.89,46.66,Clear,47.58,-0.297
6326,6326,98.30,47.02,Clear,139.07,4.572
6331,6331,97.85,47.14,Clear,31.41,2.938
6336,6336,95.91,47.09,Clear,27.33,0.529
6341,6341,95.95,46.70,Clear,71.73,-0.428
6346,6346,96.35,46.79,Clear,40.88,-1.934
6351,6351,95.95,45.99,Clear,34.60,0.437
6356,6356,94.77,46.41,Clear,39.23,-1.235
6361,6361,94.05,46.72,Clear,34.91,-6.206
6366,6366,92.68,47.38,Clear,41.20,-7.794
6371,6371,94.53,46.05,Clear,107.03,-14.161
6376,6376,97.12,44.38,Clear,139.73,-16.321
6381,6381,95.25,47.48,Clear,42.56,-4.690
