frame_num,time_sec,brightness,contrast,visibility,curvature_m,offset_m,source_video
6027,6027,112.55,40.4,Clear,29.9,0.339,part2_valley
6032,6032,110.5,37.16,Clear,31.34,0.693,part2_valley
6037,6037,110.09,41.37,Clear,46.33,-1.088,part2_valley
6042,6042,112.28,39.68,Clear,36.23,-1.23,part2_valley
6047,6047,112.31,40.09,Clear,36.54,0.018,part2_valley
6052,6052,114.88,39.9,Clear,113.69,-0.622,part2_valley
6057,6057,111.87,41.81,Clear,39.36,-1.445,part2_valley
6062,6062,111.95,42.75,Clear,37.02,-0.375,part2_valley
6067,6067,111.42,43.77,Clear,77.56,-0.495,part2_valley
6072,6072,115.36,44.22,Clear,30.25,2.616,part2_valley
6077,6077,112.55,43.31,Clear,37.41,0.346,part2_valley
6082,6082,114.37,41.66,Clear,25.07,-0.104,part2_valley
6087,6087,117.54,41.6,Clear,70.14,-7.346,part2_valley
6092,6092,117.75,38.79,Clear,74.34,-0.795,part2_valley
6097,6097,121.0,34.71,Clear,78.05,1.038,part2_valley
6102,6102,122.97,34.28,Clear,29.79,-0.618,part2_valley
6107,6107,118.65,34.41,Clear,50.78,-0.388,part2_valley
6112,6112,114.31,34.31,Clear,31.62,2.275,part2_valley
6117,6117,109.83,36.64,Clear,77.13,-3.594,part2_valley
6122,6122,105.72,42.23,Clear,26.48,1.993,part2_valley
6127,6127,119.13,32.76,Clear,68.67,0.377,part2_valley
6132,6132,127.06,32.96,Clear,72.89,0.55,part2_valley
6137,6137,125.49,32.85,Clear,38.3,-0.1,part2_valley
6142,6142,125.83,32.84,Clear,67.37,0.073,part2_valley
6147,6147,120.49,32.36,Clear,26.82,2.512,part2_valley
6152,6152,119.48,31.71,Clear,30.9,1.971,part2_valley
6157,6157,125.43,32.21,Clear,237.66,-0.303,part2_valley
6162,6162,126.47,31.05,Clear,441.97,-0.859,part2_valley
6167,6167,129.29,31.37,Clear,32.1,0.059,part2_valley
6172,6172,116.0,34.24,Clear,76.09,1.505,part2_valley
6177,6177,122.17,30.7,Clear,42.22,0.594,part2_valley
6182,6182,120.32,31.7,Clear,59.56,-0.822,part2_valley
6187,6187,119.7,31.67,Clear,36.18,-1.085,part2_valley
6192,6192,110.58,34.02,Clear,71.48,0.358,part2_valley
6197,6197,124.05,30.68,Clear,914.29,-0.486,part2_valley
6202,6202,124.97,29.05,Clear,37.59,-0.007,part2_valley
6207,6207,125.96,31.57,Clear,380.37,-0.281,part2_valley
6212,6212,124.64,31.47,Clear,32.96,-0.318,part2_valley
6217,6217,123.01,30.54,Clear,179.49,-0.71,part2_valley
6222,6222,122.42,31.84,Clear,33.06,-0.033,part2_valley
6227,6227,122.67,39.17,Clear,890.49,0.36,part2_valley
6232,6232,121.85,28.98,Clear,272.89,-0.394,part2_valley
6237,6237,120.09,32.25,Clear,38.49,1.303,part2_valley
6242,6242,122.74,39.42,Clear,44.85,0.795,part2_valley
6247,6247,128.22,27.64,Moderate Fog/Overcast,92.99,0.169,part2_valley
6252,6252,125.26,27.55,Moderate Fog/Overcast,25.93,0.083,part2_valley
6257,6257,132.5,28.99,Clear,97.13,0.019,part2_valley
6262,6262,130.46,29.11,Clear,45.68,1.542,part2_valley
6267,6267,134.49,29.9,Clear,91.7,3.91,part2_valley
6272,6272,131.48,29.44,Clear,40.14,1.06,part2_valley
6277,6277,135.22,33.65,Clear,57.88,0.734,part2_valley
6282,6282,124.81,29.32,Clear,83.39,-1.326,part2_valley
6287,6287,120.37,29.81,Clear,27.74,2.24,part2_valley
6292,6292,120.9,29.54,Clear,30.49,0.126,part2_valley
6297,6297,119.89,29.24,Clear,83.89,-8.676,part2_valley
6302,6302,120.79,29.22,Clear,93.35,-8.383,part2_valley
6307,6307,122.84,29.12,Clear,46.49,0.135,part2_valley
6312,6312,123.2,30.9,Clear,57.76,-0.149,part2_valley
6317,6317,125.75,29.43,Clear,1096.62,0.823,part2_valley
6322,6322,127.73,27.69,Moderate Fog/Overcast,31.92,-0.417,part2_valley
6327,6327,125.46,33.32,Clear,47.94,-0.129,part2_valley
6332,6332,127.19,31.45,Clear,30.96,0.577,part2_valley
6337,6337,126.2,32.22,Clear,118.96,-10.965,part2_valley
6342,6342,124.66,28.44,Clear,58.24,0.001,part2_valley
6347,6347,125.49,28.86,Clear,32.16,0.605,part2_valley
6352,6352,124.54,28.19,Clear,50.44,-0.701,part2_valley
6357,6357,122.39,26.89,Moderate Fog/Overcast,726.55,-27.435,part2_valley
6362,6362,118.62,27.18,Moderate Fog/Overcast,61.47,-0.18,part2_valley
6367,6367,112.98,29.24,Clear,21.18,2.164,part2_valley
6372,6372,123.44,26.6,Moderate Fog/Overcast,54.88,1.236,part2_valley
6377,6377,123.12,25.29,Moderate Fog/Overcast,1525.96,1.003,part2_valley
6382,6382,123.2,28.26,Clear,41.55,-3.584,part2_valley
6387,6387,122.17,30.08,Clear,83.26,-0.154,part2_valley
6392,6392,120.49,22.89,Moderate Fog/Overcast,109.82,-7.847,part2_valley
6397,6397,124.87,24.05,Moderate Fog/Overcast,425.72,-21.109,part2_valley
6402,6402,125.97,23.32,Moderate Fog/Overcast,50.83,0.304,part2_valley
6407,6407,124.07,24.59,Moderate Fog/Overcast,29.6,-1.706,part2_valley
6412,6412,107.11,45.41,Clear,103.2,-0.814,part2_valley
6417,6417,127.32,23.58,Moderate Fog/Overcast,21.55,0.849,part2_valley
6422,6422,127.01,25.3,Moderate Fog/Overcast,54.37,-0.807,part2_valley
6427,6427,132.34,22.18,Moderate Fog/Overcast,57.02,0.396,part2_valley
6432,6432,129.8,26.71,Moderate Fog/Overcast,293.25,-0.251,part2_valley
6437,6437,133.36,19.18,Moderate Fog/Overcast,40.77,3.499,part2_valley
6442,6442,128.93,15.08,Moderate Fog/Overcast,146.86,3.844,part2_valley
6447,6447,126.85,23.01,Moderate Fog/Overcast,35.92,-3.232,part2_valley
6452,6452,129.91,20.52,Moderate Fog/Overcast,40.71,-0.753,part2_valley
6457,6457,136.63,15.7,Moderate Fog/Overcast,97.83,-1.118,part2_valley
6462,6462,136.03,16.9,Moderate Fog/Overcast,124.92,0.233,part2_valley
6467,6467,134.17,17.53,Moderate Fog/Overcast,58.79,1.968,part2_valley
6472,6472,133.15,17.24,Moderate Fog/Overcast,44.72,0.838,part2_valley
6477,6477,128.83,18.12,Moderate Fog/Overcast,35.22,0.384,part2_valley
6482,6482,121.87,19.26,Moderate Fog/Overcast,166.88,-12.411,part2_valley
6487,6487,120.72,22.45,Moderate Fog/Overcast,18.08,1.487,part2_valley
6492,6492,128.53,24.7,Moderate Fog/Overcast,134.45,3.163,part2_valley
6497,6497,131.11,25.27,Moderate Fog/Overcast,22.31,1.541,part2_valley
6502,6502,124.35,31.07,Clear,19.38,3.0,part2_valley
6507,6507,134.04,23.34,Moderate Fog/Overcast,75.56,-0.652,part2_valley
6512,6512,135.1,23.58,Moderate Fog/Overcast,124.13,1.871,part2_valley
6517,6517,135.22,23.73,Moderate Fog/Overcast,34.28,-1.739,part2_valley
6522,6522,133.01,22.44,Moderate Fog/Overcast,41.63,0.89,part2_valley
6527,6527,133.32,24.7,Moderate Fog/Overcast,197.48,-0.682,part2_valley
6532,6532,132.88,25.64,Moderate Fog/Overcast,28.72,0.266,part2_valley
6537,6537,132.23,26.63,Moderate Fog/Overcast,31.69,-1.027,part2_valley
6542,6542,128.72,31.07,Clear,30.04,-0.65,part2_valley
6547,6547,124.26,38.49,Clear,58.76,-5.845,part2_valley
6552,6552,121.67,36.78,Clear,58.83,0.513,part2_valley
6557,6557,125.42,31.51,Clear,28.89,-0.246,part2_valley
6562,6562,125.53,31.66,Clear,25.6,1.225,part2_valley
6567,6567,125.39,32.96,Clear,84.99,-1.055,part2_valley
6572,6572,124.24,33.77,Clear,35.28,-0.244,part2_valley
6577,6577,123.74,33.78,Clear,32.12,0.229,part2_valley
6582,6582,123.31,34.16,Clear,95.65,-0.615,part2_valley
6587,6587,123.23,34.35,Clear,36.38,0.863,part2_valley
6592,6592,123.11,34.62,Clear,26.91,0.714,part2_valley
6597,6597,123.31,34.62,Clear,32.89,0.643,part2_valley
6602,6602,123.72,34.66,Clear,31.0,0.135,part2_valley
6607,6607,122.95,35.56,Clear,44.44,-1.127,part2_valley
6612,6612,123.1,35.66,Clear,29.26,0.023,part2_valley
6617,6617,122.65,35.97,Clear,170.13,-0.797,part2_valley
6622,6622,122.87,35.6,Clear,28.74,-1.831,part2_valley
6627,6627,122.51,36.07,Clear,138.88,-0.514,part2_valley
6632,6632,122.93,36.4,Clear,100.3,0.875,part2_valley
6637,6637,122.59,36.49,Clear,32.55,-0.13,part2_valley
6642,6642,121.74,37.1,Clear,30.3,0.087,part2_valley
6647,6647,121.79,37.35,Clear,28.62,0.208,part2_valley
6652,6652,119.03,42.48,Clear,29.79,1.255,part2_valley
6657,6657,121.77,36.61,Clear,200.25,-0.315,part2_valley
6662,6662,122.61,36.15,Clear,35.23,-1.362,part2_valley
6667,6667,122.47,36.55,Clear,27.76,-1.904,part2_valley
6672,6672,122.04,36.65,Clear,27.34,0.011,part2_valley
6677,6677,121.5,36.65,Clear,153.68,-0.605,part2_valley
6682,6682,122.17,59.47,Clear,39.57,-1.713,part2_valley
6687,6687,121.55,35.88,Clear,34.37,-1.509,part2_valley
6692,6692,120.69,40.72,Clear,36.58,-2.567,part2_valley
6697,6697,122.22,35.65,Clear,36.35,-1.68,part2_valley
6702,6702,122.22,36.38,Clear,70.59,1.029,part2_valley
6707,6707,122.64,36.9,Clear,543.54,0.356,part2_valley
6712,6712,122.49,35.68,Clear,35.69,2.42,part2_valley
6717,6717,123.13,35.87,Clear,30.02,2.479,part2_valley
6722,6722,123.0,37.49,Clear,26.02,-0.168,part2_valley
6727,6727,122.8,38.03,Clear,26.3,-0.134,part2_valley
6732,6732,122.59,38.81,Clear,26.92,-0.227,part2_valley
6737,6737,122.62,39.27,Clear,73.53,0.595,part2_valley
6742,6742,122.8,39.38,Clear,435.39,0.945,part2_valley
6747,6747,123.27,39.75,Clear,81.0,1.048,part2_valley
6752,6752,124.39,39.5,Clear,31.57,0.638,part2_valley
6757,6757,124.48,39.51,Clear,28.71,-0.067,part2_valley
6762,6762,124.91,39.44,Clear,29.16,-0.081,part2_valley
6767,6767,125.45,40.07,Clear,29.19,-0.324,part2_valley
6772,6772,123.25,45.24,Clear,46.1,0.469,part2_valley
6777,6777,124.56,42.81,Clear,57.61,-0.529,part2_valley
6782,6782,126.35,40.42,Clear,28.94,1.158,part2_valley
6787,6787,128.05,38.45,Clear,127.07,-0.674,part2_valley
6792,6792,128.29,37.14,Clear,29.72,-0.101,part2_valley
6797,6797,128.5,37.54,Clear,35.98,-0.167,part2_valley
6802,6802,128.41,37.63,Clear,138.61,-0.418,part2_valley
6807,6807,127.58,38.4,Clear,36.97,-2.191,part2_valley
6812,6812,129.08,39.72,Clear,26.35,-2.003,part2_valley
6817,6817,128.35,36.39,Clear,31.84,0.403,part2_valley
6822,6822,129.35,35.51,Clear,92.48,-0.369,part2_valley
6827,6827,129.51,35.79,Clear,87.65,-0.688,part2_valley
6832,6832,129.35,35.82,Clear,26.7,0.284,part2_valley
6837,6837,125.47,40.07,Clear,26.4,4.002,part2_valley
6842,6842,127.69,35.4,Clear,65.35,-0.583,part2_valley
6847,6847,128.61,36.27,Clear,25.69,-2.396,part2_valley
6852,6852,129.89,36.12,Clear,54.98,-1.197,part2_valley
6857,6857,128.47,37.35,Clear,166.76,-0.678,part2_valley
6862,6862,127.96,37.87,Clear,68.51,-1.05,part2_valley
6867,6867,127.63,38.35,Clear,24.6,0.958,part2_valley
6872,6872,127.27,38.83,Clear,128.89,-0.49,part2_valley
6877,6877,123.81,43.24,Clear,75.54,-0.47,part2_valley
6882,6882,128.58,37.7,Clear,89.84,-0.134,part2_valley
6887,6887,127.73,37.53,Clear,36.79,-1.472,part2_valley
6892,6892,127.25,38.7,Clear,25.33,0.709,part2_valley
6897,6897,127.63,37.41,Clear,59.81,0.359,part2_valley
6902,6902,121.4,42.52,Clear,53.62,-0.163,part2_valley
6907,6907,121.45,41.8,Clear,31.31,-0.173,part2_valley
6912,6912,119.64,46.81,Clear,25.9,1.864,part2_valley
6917,6917,123.56,41.08,Clear,26.14,1.295,part2_valley
6922,6922,123.69,40.77,Clear,64.04,0.028,part2_valley
6927,6927,123.35,41.18,Clear,30.37,2.376,part2_valley
6932,6932,120.58,43.04,Clear,42.14,1.056,part2_valley
6937,6937,123.99,40.57,Clear,33.34,-0.799,part2_valley
6942,6942,126.01,39.89,Clear,39.43,2.006,part2_valley
6947,6947,126.42,38.73,Clear,65.4,-0.406,part2_valley
6952,6952,126.87,37.64,Clear,34.22,2.315,part2_valley
6957,6957,128.95,36.05,Clear,46.08,0.349,part2_valley
6962,6962,128.66,34.23,Clear,30.34,-1.951,part2_valley
6967,6967,129.37,33.83,Clear,26.28,-1.3,part2_valley
6972,6972,127.21,32.61,Clear,33.13,3.979,part2_valley
6977,6977,129.15,33.44,Clear,35.42,2.062,part2_valley
6982,6982,127.35,37.68,Clear,30.62,0.016,part2_valley
6987,6987,126.26,39.32,Clear,31.71,0.242,part2_valley
6992,6992,126.92,38.54,Clear,33.46,0.516,part2_valley
6997,6997,126.68,38.61,Clear,26.17,2.028,part2_valley
7002,7002,125.12,39.55,Clear,233.48,0.205,part2_valley
7007,7007,125.65,41.14,Clear,30.76,1.316,part2_valley
7012,7012,124.91,40.96,Clear,31.08,-0.294,part2_valley
7017,7017,123.73,42.1,Clear,27.72,-0.21,part2_valley
7022,7022,123.76,42.53,Clear,54.56,-0.182,part2_valley
7027,7027,124.13,42.5,Clear,35.95,-0.031,part2_valley
7032,7032,124.62,41.3,Clear,255.73,-0.59,part2_valley
7037,7037,124.22,42.41,Clear,35.0,0.42,part2_valley
7042,7042,123.3,43.21,Clear,47.95,0.979,part2_valley
7047,7047,122.5,45.5,Clear,26.44,-0.062,part2_valley
7052,7052,124.36,41.74,Clear,32.09,1.863,part2_valley
7057,7057,124.8,42.11,Clear,92.59,0.437,part2_valley
7062,7062,125.02,41.01,Clear,44.98,0.405,part2_valley
7067,7067,125.12,41.89,Clear,27.1,1.55,part2_valley
7072,7072,125.18,40.78,Clear,30.53,0.106,part2_valley
7077,7077,125.32,40.32,Clear,28.19,1.509,part2_valley
7082,7082,125.72,39.97,Clear,184.75,0.423,part2_valley
7087,7087,126.05,39.4,Clear,32.1,-0.948,part2_valley
7092,7092,126.16,39.42,Clear,30.54,0.357,part2_valley
7097,7097,126.9,38.27,Clear,42.33,-0.558,part2_valley
7102,7102,125.8,37.31,Clear,54.44,6.221,part2_valley
7107,7107,127.68,35.96,Clear,47.23,4.834,part2_valley
7112,7112,125.89,35.94,Clear,26.82,3.302,part2_valley
7117,7117,127.08,35.77,Clear,43.05,4.699,part2_valley
7122,7122,126.22,37.45,Clear,27.13,1.765,part2_valley
7127,7127,125.58,38.7,Clear,59.24,-1.932,part2_valley
7132,7132,125.81,39.47,Clear,120.27,-1.223,part2_valley
7137,7137,123.43,41.38,Clear,24.11,0.123,part2_valley
7142,7142,123.47,38.8,Clear,46.03,1.054,part2_valley
7147,7147,123.72,40.83,Clear,27.29,2.759,part2_valley
7152,7152,127.21,36.67,Clear,359.91,-0.012,part2_valley
7157,7157,127.07,36.64,Clear,66.53,0.277,part2_valley
7162,7162,125.66,38.53,Clear,52.37,0.324,part2_valley
7167,7167,125.14,37.32,Clear,25.92,1.841,part2_valley
7172,7172,126.04,37.88,Clear,146.54,-0.647,part2_valley
7177,7177,127.16,37.63,Clear,32.52,-1.288,part2_valley
7182,7182,127.96,35.77,Clear,25.26,3.367,part2_valley
7187,7187,127.89,36.43,Clear,36.92,-0.389,part2_valley
7192,7192,127.97,36.25,Clear,236.33,0.403,part2_valley
7197,7197,127.68,35.93,Clear,40.33,1.067,part2_valley
7202,7202,128.15,35.23,Clear,35.24,-0.708,part2_valley
7207,7207,128.02,35.73,Clear,55.22,0.68,part2_valley
7212,7212,129.41,35.03,Clear,84.84,-0.836,part2_valley
7217,7217,129.67,33.36,Clear,28.17,0.04,part2_valley
7222,7222,130.15,33.83,Clear,53.14,0.047,part2_valley
7227,7227,130.54,33.15,Clear,30.42,0.429,part2_valley
7232,7232,130.33,33.13,Clear,26.39,-1.94,part2_valley
7237,7237,129.24,33.35,Clear,42.79,-0.826,part2_valley
7242,7242,131.03,34.48,Clear,46.03,0.477,part2_valley
7247,7247,125.85,36.74,Clear,75.35,-0.643,part2_valley
7252,7252,127.27,36.41,Clear,44.62,0.981,part2_valley
7257,7257,124.85,41.18,Clear,53.88,-0.991,part2_valley
7262,7262,126.66,37.8,Clear,51.22,-1.307,part2_valley
7267,7267,127.23,36.55,Clear,36.54,1.133,part2_valley
7272,7272,125.78,37.94,Clear,26.33,-1.53,part2_valley
7277,7277,126.1,36.38,Clear,43.77,-1.921,part2_valley
7282,7282,124.03,38.92,Clear,83.16,-2.81,part2_valley
7287,7287,121.76,41.95,Clear,27.8,-0.795,part2_valley
7292,7292,119.93,44.64,Clear,29.3,0.142,part2_valley
7297,7297,120.43,42.94,Clear,29.75,-1.505,part2_valley
7302,7302,119.63,42.84,Clear,94.42,-1.975,part2_valley
7307,7307,123.05,36.59,Clear,843.82,-2.724,part2_valley
7312,7312,122.55,35.99,Clear,120.07,5.344,part2_valley
7317,7317,123.18,35.88,Clear,378.14,2.7,part2_valley
7322,7322,123.09,36.38,Clear,33.9,1.737,part2_valley
7327,7327,122.95,36.33,Clear,27.69,-0.98,part2_valley
7332,7332,122.63,36.6,Clear,27.28,-0.759,part2_valley
7337,7337,122.28,38.59,Clear,27.33,0.115,part2_valley
7342,7342,122.7,37.32,Clear,115.33,-3.603,part2_valley
7347,7347,123.09,36.87,Clear,51.37,3.121,part2_valley
7352,7352,120.36,42.31,Clear,36.63,2.575,part2_valley
7357,7357,123.12,36.95,Clear,64.55,0.233,part2_valley
7362,7362,122.0,39.49,Clear,38.83,2.303,part2_valley
7367,7367,122.25,38.53,Clear,33.47,-2.726,part2_valley
7372,7372,122.63,37.91,Clear,206.16,0.283,part2_valley
7377,7377,122.44,38.87,Clear,35.28,-1.194,part2_valley
7382,7382,122.58,38.1,Clear,53.01,-3.973,part2_valley
7387,7387,122.0,38.83,Clear,24.88,-2.066,part2_valley
7392,7392,121.79,39.6,Clear,38.52,4.355,part2_valley
7397,7397,121.09,40.45,Clear,272.95,-1.097,part2_valley
7402,7402,121.12,39.93,Clear,44.64,0.642,part2_valley
7407,7407,120.45,41.11,Clear,34.88,2.319,part2_valley
7412,7412,120.3,42.03,Clear,28.6,0.399,part2_valley
7417,7417,119.67,41.95,Clear,25.69,-0.422,part2_valley
7422,7422,119.98,40.89,Clear,34.71,-1.712,part2_valley
7427,7427,119.91,39.57,Clear,34.32,3.247,part2_valley
7432,7432,119.88,39.61,Clear,28.95,-0.74,part2_valley
7437,7437,119.62,39.78,Clear,33.24,2.412,part2_valley
7442,7442,121.42,39.23,Clear,227.59,-1.087,part2_valley
7447,7447,121.39,39.26,Clear,31.41,2.056,part2_valley
7452,7452,121.31,38.98,Clear,294.97,2.427,part2_valley
7457,7457,120.93,39.22,Clear,33.67,-2.665,part2_valley
7462,7462,120.87,38.43,Clear,37.3,-4.385,part2_valley
7467,7467,119.39,38.15,Clear,30.16,3.772,part2_valley
7472,7472,122.36,36.58,Clear,57.75,-0.313,part2_valley
7477,7477,123.98,35.88,Clear,153.73,-0.492,part2_valley
7482,7482,123.28,36.54,Clear,28.07,0.093,part2_valley
7487,7487,124.41,35.91,Clear,41.13,2.2,part2_valley
7492,7492,122.91,40.6,Clear,28.21,1.977,part2_valley
7497,7497,124.67,36.36,Clear,29.98,0.267,part2_valley
7502,7502,124.32,36.49,Clear,54.89,0.995,part2_valley
7507,7507,125.58,34.84,Clear,42.4,-1.049,part2_valley
7512,7512,121.64,38.81,Clear,40.77,3.216,part2_valley
7517,7517,121.52,43.16,Clear,41.4,2.71,part2_valley
7522,7522,122.57,35.59,Clear,75.78,1.201,part2_valley
7527,7527,123.56,36.62,Clear,31.25,0.232,part2_valley
7532,7532,123.58,36.05,Clear,28.71,1.16,part2_valley
7537,7537,123.0,35.99,Clear,312.47,-0.405,part2_valley
7542,7542,121.7,36.96,Clear,53.09,-0.574,part2_valley
7547,7547,121.07,38.16,Clear,32.8,1.406,part2_valley
7552,7552,120.02,43.73,Clear,45.43,-2.125,part2_valley
7557,7557,120.46,38.17,Clear,53.57,1.621,part2_valley
7562,7562,120.96,37.84,Clear,26.84,0.601,part2_valley
7567,7567,121.02,38.17,Clear,28.83,-1.782,part2_valley
7572,7572,122.41,36.84,Clear,45.79,0.306,part2_valley
7577,7577,121.31,37.9,Clear,26.15,0.28,part2_valley
7582,7582,121.95,37.69,Clear,27.49,-0.493,part2_valley
7587,7587,122.67,37.01,Clear,63.91,-2.204,part2_valley
7592,7592,121.78,37.96,Clear,26.8,-0.165,part2_valley
7597,7597,124.38,38.74,Clear,40.65,-1.367,part2_valley
7602,7602,120.41,39.55,Clear,82.65,0.03,part2_valley
7607,7607,122.24,39.22,Clear,30.05,1.309,part2_valley
7612,7612,122.42,38.92,Clear,34.61,1.849,part2_valley
7617,7617,119.46,41.69,Clear,27.88,3.951,part2_valley
7622,7622,121.92,37.59,Clear,30.96,1.587,part2_valley
7627,7627,121.75,39.14,Clear,32.77,1.446,part2_valley
7632,7632,121.16,38.7,Clear,1198.86,-0.26,part2_valley
7637,7637,119.11,40.28,Clear,29.94,-1.444,part2_valley
7642,7642,118.4,40.32,Clear,31.95,-0.784,part2_valley
7647,7647,118.46,40.0,Clear,42.94,-0.484,part2_valley
7652,7652,118.23,40.61,Clear,30.09,-0.576,part2_valley
7657,7657,119.04,40.2,Clear,33.31,-2.51,part2_valley
7662,7662,119.09,40.88,Clear,32.16,-1.118,part2_valley
7667,7667,118.88,41.47,Clear,29.94,-2.155,part2_valley
7672,7672,119.65,41.05,Clear,28.67,-2.786,part2_valley
7677,7677,118.91,40.16,Clear,76.37,-0.048,part2_valley
7682,7682,118.82,41.07,Clear,88.62,0.555,part2_valley
7687,7687,119.01,40.77,Clear,27.16,-2.004,part2_valley
7692,7692,118.97,40.4,Clear,32.95,-1.283,part2_valley
7697,7697,119.24,39.94,Clear,102.6,0.129,part2_valley
7702,7702,118.36,40.6,Clear,39.8,-2.532,part2_valley
7707,7707,119.12,39.37,Clear,46.96,-1.651,part2_valley
7712,7712,117.94,39.6,Clear,31.31,-1.966,part2_valley
7717,7717,115.81,41.14,Clear,37.91,0.702,part2_valley
7722,7722,74.68,49.24,Clear,69.84,9.588,part2_valley
7727,7727,113.75,44.97,Clear,258.14,-0.332,part2_valley
7732,7732,119.32,38.49,Clear,46.97,1.241,part2_valley
7737,7737,119.73,39.26,Clear,69.98,-2.716,part2_valley
7742,7742,120.84,39.57,Clear,65.75,-0.197,part2_valley
7747,7747,120.32,39.39,Clear,27.3,0.51,part2_valley
7752,7752,118.9,40.01,Clear,550.72,0.53,part2_valley
7757,7757,120.58,39.95,Clear,53.91,0.491,part2_valley
7762,7762,120.59,40.8,Clear,42.92,-1.091,part2_valley
7767,7767,121.2,39.21,Clear,25.46,-3.055,part2_valley
7772,7772,121.18,38.48,Clear,28.05,-2.953,part2_valley
7777,7777,119.96,38.72,Clear,31.33,-2.559,part2_valley
7782,7782,117.44,40.23,Clear,66.31,-3.33,part2_valley
7787,7787,116.92,39.85,Clear,62.67,-0.144,part2_valley
7792,7792,116.41,38.71,Clear,73.03,-1.85,part2_valley
7797,7797,116.39,38.02,Clear,42.15,-2.412,part2_valley
7802,7802,115.46,38.41,Clear,35.14,0.614,part2_valley
7807,7807,115.97,37.48,Clear,25.03,0.578,part2_valley
7812,7812,116.92,38.92,Clear,31.38,1.614,part2_valley
7817,7817,120.68,36.47,Clear,86.58,3.088,part2_valley
7822,7822,120.85,37.13,Clear,75.87,2.384,part2_valley
7827,7827,120.89,37.53,Clear,26.07,1.619,part2_valley
7832,7832,123.61,41.57,Clear,35.58,1.544,part2_valley
7837,7837,123.09,37.34,Clear,55.47,3.381,part2_valley
7842,7842,124.31,37.93,Clear,32.23,0.462,part2_valley
7847,7847,124.75,38.33,Clear,92.45,3.674,part2_valley
7852,7852,115.92,44.44,Clear,31.5,2.094,part2_valley
7857,7857,120.21,38.12,Clear,29.3,2.72,part2_valley
7862,7862,120.47,38.44,Clear,30.98,0.064,part2_valley
7867,7867,119.19,39.47,Clear,24.78,-0.501,part2_valley
7872,7872,120.9,44.51,Clear,57.17,2.943,part2_valley
7877,7877,119.53,40.83,Clear,456.98,-1.28,part2_valley
7882,7882,119.55,41.41,Clear,254.1,-0.341,part2_valley
7887,7887,120.63,40.34,Clear,27.89,-0.096,part2_valley
7892,7892,121.05,42.03,Clear,43.29,-1.724,part2_valley
7897,7897,121.18,41.81,Clear,47.32,-0.182,part2_valley
7902,7902,121.63,42.26,Clear,153.27,0.578,part2_valley
7907,7907,122.41,41.99,Clear,1575.46,0.504,part2_valley
7912,7912,122.49,43.92,Clear,131.49,-1.517,part2_valley
7917,7917,123.54,42.47,Clear,61.44,1.384,part2_valley
7922,7922,123.13,44.78,Clear,30.42,-2.42,part2_valley
7927,7927,122.04,44.19,Clear,29.89,-1.028,part2_valley
7932,7932,125.56,41.83,Clear,28.38,-0.309,part2_valley
7937,7937,124.76,43.29,Clear,27.82,-2.974,part2_valley
7942,7942,126.42,42.76,Clear,30.4,-1.772,part2_valley
7947,7947,126.84,42.93,Clear,86.99,-0.42,part2_valley
7952,7952,124.99,42.92,Clear,30.05,1.733,part2_valley
7957,7957,126.66,39.64,Clear,39.54,-2.059,part2_valley
7962,7962,125.76,41.03,Clear,3805.93,-63.674,part2_valley
7967,7967,129.04,42.53,Clear,78.17,-0.069,part2_valley
7972,7972,127.79,40.42,Clear,26.45,-0.577,part2_valley
7977,7977,130.58,38.01,Clear,350.93,0.649,part2_valley
7982,7982,128.72,40.68,Clear,29.06,1.847,part2_valley
7987,7987,127.31,39.95,Clear,25.96,-1.905,part2_valley
7992,7992,126.17,39.1,Clear,32.65,-0.816,part2_valley
7997,7997,125.45,37.4,Clear,31.89,1.464,part2_valley
8002,8002,123.74,37.31,Clear,28.36,1.826,part2_valley
8007,8007,113.09,47.23,Clear,29.35,-1.323,part2_valley
8012,8012,123.32,33.76,Clear,47.75,-3.166,part2_valley
8017,8017,124.47,30.9,Clear,79.06,-7.156,part2_valley
8022,8022,123.1,29.6,Clear,50.39,-2.158,part2_valley
8027,8027,119.08,34.57,Clear,35.02,-0.044,part2_valley
8032,8032,118.06,35.32,Clear,45.36,-3.37,part2_valley
8037,8037,119.16,35.82,Clear,42.39,-1.144,part2_valley
8042,8042,119.38,35.58,Clear,33.77,0.213,part2_valley
8047,8047,117.8,36.67,Clear,48.14,-1.88,part2_valley
8052,8052,117.91,36.72,Clear,34.66,-1.377,part2_valley
8057,8057,119.7,37.1,Clear,31.99,-1.357,part2_valley
8062,8062,120.36,37.77,Clear,26.05,-3.856,part2_valley
8067,8067,120.51,38.99,Clear,27.68,-0.504,part2_valley
8072,8072,120.1,38.29,Clear,55.93,-0.651,part2_valley
8077,8077,119.82,39.54,Clear,35.52,-0.983,part2_valley
8082,8082,120.62,39.72,Clear,28.95,-1.946,part2_valley
8087,8087,121.18,40.5,Clear,31.64,1.648,part2_valley
8092,8092,119.8,43.01,Clear,30.84,-3.232,part2_valley
8097,8097,122.97,39.53,Clear,115.25,0.091,part2_valley
8102,8102,124.24,38.38,Clear,31.57,-1.524,part2_valley
8107,8107,123.72,39.55,Clear,402.49,-0.018,part2_valley
8112,8112,123.42,39.85,Clear,60.92,-0.774,part2_valley
8117,8117,120.51,44.9,Clear,25.74,1.723,part2_valley
